US_140EVT,CLASSNAME,EVT_FUEL_N,EVT_LF,EVT_PHYS,EVT_GP_N,SAF_SRM,EVT_ORDER,EVT_CLASS,EVT_SBCLS
3252,Rocky Mountain Subalpine/Upper Montane Riparian Shrubland,Tr Rocky Mountain Subalpine/Upper Montane Riparian Systems,Shrub,Riparian,Western Riparian Woodland and Shrubland,SRM 422: Riparian,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland
3253,Western Great Plains Floodplain Shrubland,Tr Western Great Plains Floodplain Systems,Shrub,Riparian,Western Riparian Woodland and Shrubland,LF 42: Great Plains Riparian,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous shrubland
3254,Western Great Plains Floodplain Herbaceous,Tr Western Great Plains Floodplain Systems,Herb,Riparian,Western Riparian Woodland and Shrubland,LF 42: Great Plains Riparian,Tree-dominated,Open tree canopy,Perennial graminoid grassland
3255,Inter-Mountain Basins Montane Riparian Shrubland,Tr Inter-Mountain Basins Montane Riparian Systems,Shrub,Riparian,Western Riparian Woodland and Shrubland,SAF 235: Cottonwood-Willow,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous shrubland
3256,Apacherian-Chihuahuan Semi-Desert Grassland,Sh Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,Herb,Grassland,Grassland and Steppe,SRM 505: Grama-Tobosa Shrub,Shrub-dominated,Herbaceous - shrub-steppe,Perennial graminoid grassland
3257,California Central Valley Riparian Herbaceous,Tr California Central Valley Riparian Woodland and Shrubland,Herb,Riparian,Western Riparian Woodland and Shrubland,SRM 203: Riparian Woodland,Tree-dominated,Open tree canopy,Perennial graminoid grassland
3258,North American Warm Desert Riparian Herbaceous,Tr North American Warm Desert Riparian Systems,Shrub,Riparian,Western Riparian Woodland and Shrubland,SRM 203: Riparian Woodland,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous shrubland
3259,Introduced Riparian Shrubland,Tr Introduced Riparian Vegetation,Shrub,Exotic Tree-Shrub,Introduced Riparian Vegetation,LF 58: Introduced Woody Wetlands and Riparian Vegetation,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland
3260,Mediterranean California Lower Montane Black Oak Forest and Woodland,Tr Mediterranean California Lower Montane Black Oak Forest and Woodland,Tree,Hardwood,Conifer-Oak Forest and Woodland,SAF 246: California Black Oak,Tree-dominated,Open tree canopy,Deciduous closed tree canopy
3261,Mediterranean California Lower Montane Black Oak - Conifer Forest and Woodland,Tr Mediterranean California Lower Montane Black Oak - Conifer Forest and Woodland,Tree,Conifer-Hardwood,Conifer-Oak Forest and Woodland,SAF 246: California Black Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous closed tree canopy
3262,East Cascades Oak Forest and Woodland,Tr East Cascades Oak Forest and Woodland,Tree,Hardwood,Conifer-Oak Forest and Woodland,SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Deciduous closed tree canopy
3263,East Cascades Oak - Ponderosa Pine Forest and Woodland,Tr East Cascades Oak - Ponderosa Pine Forest and Woodland,Tree,Conifer-Hardwood,Conifer-Oak Forest and Woodland,SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous closed tree canopy
3264,California Lower Montane Blue Oak Forest and Woodland,Tr California Lower Montane Blue Oak Forest and Woodland,Tree,Hardwood,Conifer-Oak Forest and Woodland,SAF 250: Blue Oak-Digger Pine,Tree-dominated,Sparse tree canopy,Deciduous closed tree canopy
3265,California Lower Montane Blue Oak-Foothill Pine Forest and Woodland,Tr California Lower Montane Blue Oak-Foothill Pine Forest and Woodland,Tree,Conifer-Hardwood,Conifer-Oak Forest and Woodland,SAF 250: Blue Oak-Digger Pine,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy
3266,Oregon White Oak Woodland,Tr Oregon White Oak Woodland,Tree,Hardwood,Conifer-Oak Forest and Woodland,SAF 229: Pacific Douglas-Fir,Tree-dominated,Open tree canopy,Deciduous closed tree canopy
3267,Douglas-fir - Oregon White Oak Woodland,Tr Douglas-fir - Oregon White Oak Woodland,Tree,Conifer-Hardwood,Conifer-Oak Forest and Woodland,SAF 229: Pacific Douglas-Fir,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous closed tree canopy
3268,Eastern Great Plains Tallgrass Aspen Shrubland,Tr Eastern Great Plains Tallgrass Aspen Parkland,Shrub,Shrubland,"Aspen Forest, Woodland, and Parkland",SRM 16: Aspen,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous shrubland
3269,Laurentian Shrubland Barrens,Tr Laurentian Pine Barrens,Shrub,Shrubland,Jack Pine Forest,SAF 15: Red Pine,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy
3270,North-Central Interior Sand and Gravel Shrubland,Sh North-Central Interior Sand and Gravel Tallgrass Prairie,Shrub,Shrubland,Tallgrass Prairie,SRM 601: Bluestem Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Mixed evergreen-deciduous shrubland
3271,Eastern Boreal Floodplain Herbaceous,Tr Eastern Boreal Floodplain,Herb,Riparian,Jack Pine Forest,SAF 1: Jack Pine,Tree-dominated,Closed tree canopy,Perennial graminoid grassland
3272,Eastern Boreal Floodplain Shrubland,Tr Eastern Boreal Floodplain,Shrub,Riparian,Jack Pine Forest,SAF 1: Jack Pine,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous shrubland
3273,Eastern Great Plains Floodplain Herbaceous,Tr Eastern Great Plains Floodplain Systems,Herb,Riparian,Eastern Floodplain Forests,LF 42: Great Plains Riparian,Tree-dominated,Open tree canopy,Perennial graminoid grassland
3274,Central Interior and Appalachian Floodplain Herbaceous,Tr Central Interior and Appalachian Floodplain Systems,Herb,Riparian,Eastern Floodplain Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Perennial graminoid grassland
3275,Central Interior and Appalachian Floodplain Shrubland,Tr Central Interior and Appalachian Floodplain Systems,Shrub,Riparian,Eastern Floodplain Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous shrubland
3276,Laurentian-Acadian Floodplain Herbaceous,Tr Laurentian-Acadian Floodplain Systems,Herb,Riparian,Eastern Floodplain Forests,SAF 39: Black Ash-American Elm-Red Maple,Tree-dominated,Open tree canopy,Perennial graminoid grassland
3277,Laurentian-Acadian Floodplain Shrubland,Tr Laurentian-Acadian Floodplain Systems,Shrub,Riparian,Eastern Floodplain Forests,SAF 39: Black Ash-American Elm-Red Maple,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous shrubland
3278,Boreal Acidic Peatland Herbaceous,Tr Boreal Acidic Peatland Systems,Herb,Riparian,Peatland Forests,SAF 13: Black Spruce-Tamarack,Shrub-dominated,Shrubland,Perennial graminoid grassland
3279,Boreal Acidic Peatland Shrubland,Tr Boreal Acidic Peatland Systems,Shrub,Riparian,Peatland Forests,SAF 13: Black Spruce-Tamarack,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland
3280,Central Interior and Appalachian Swamp Shrubland,Tr Central Interior and Appalachian Swamp Systems,Shrub,Riparian,Atlantic Swamp Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous shrubland
3281,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp Shrubland,Tr Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Shrub,Riparian,Atlantic Swamp Forests,SAF 39: Black Ash-American Elm-Red Maple,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland
3282,Great Lakes Coastal Marsh Shrubland,Sh Great Lakes Coastal Marsh Systems,Shrub,Riparian,Inland Marshes and Prairies,LF 44: Laurentian-Acadian Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Mixed evergreen-deciduous shrubland
3283,Central Interior and Appalachian Shrub Wetlands,Sh Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Shrub,Riparian,Inland Marshes and Prairies,LF 45: Central Interior and Appalachian Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Mixed evergreen-deciduous shrubland
3284,Laurentian-Acadian Herbaceous Wetlands,Tr Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Herb,Riparian,Inland Marshes and Prairies,LF 44: Laurentian-Acadian Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3285,Laurentian-Acadian Shrub Wetlands,Tr Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Shrub,Riparian,Inland Marshes and Prairies,LF 44: Laurentian-Acadian Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Mixed evergreen-deciduous shrubland
3286,Paleozoic Plateau Bluff and Talus Herbaceous,Tr Paleozoic Plateau Bluff and Talus,Herb,Hardwood,Black Oak Woodland and Savanna,SAF 110: Black Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy
3287,Modified/Managed Northern Tallgrass Shrubland,Sh Modified/Managed Northern Tallgrass Grassland,Shrub,Grassland,Modified-Managed Prairie Grassland,LF 69: Modified-Managed Grassland,Herbaceous - Nonvascular-dominated,Herbaceous - grassland,Mixed evergreen-deciduous shrubland
3288,Central Appalachian Rocky Shrubland,Tr Central Appalachian Rocky Pine Woodland,Shrub,Conifer-Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy
3289,Acadian-Appalachian Subalpine Heath-Krummholz,Tr Acadian-Appalachian Subalpine Woodland and Heath-Krummholz,Shrub,Shrubland,Alpine-Subalpine Barrens,LF 55: Appalachian Grass and Shrub Balds,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland
3290,North-Central Oak Barrens Herbaceous,Tr North-Central Oak Barrens,Herb,Hardwood,Black Oak Woodland and Savanna,SAF 14: Northern Pin Oak,Tree-dominated,Sparse tree canopy,Deciduous sparse tree canopy
3291,Central Interior Highlands Calcareous Glade and Barrens Herbaceous,Tr Central Interior Highlands Calcareous Glade and Barrens,Herb,Conifer-Hardwood,Glades and Barrens,SRM 803: Missouri Glades,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy
3292,Open Water,Ba Open Water,Water,Open Water,Open Water,LF 11: Water,Non-vegetated,Non-vegetated,Non-vegetated
3293,Snow-Ice,Ba Snow-Ice,Barren,Snow-Ice,Snow-Ice,LF 12: Snow-Ice,Non-vegetated,Non-vegetated,Non-vegetated
3294,Barren,Bab Barren,Barren,Barren,Barren,LF 31: Barren,Non-vegetated,Non-vegetated,Non-vegetated
3295,Quarries-Strip Mines-Gravel Pits,Bab Quarries-Strip Mines-Gravel Pits,Barren,Quarries-Strip Mines-Gravel Pits,Quarries-Strip Mines-Gravel Pits,LF 20: Developed,Non-vegetated,Non-vegetated,Developed
3296,Developed-Low Intensity,Bau Developed-Low Intensity,Developed,Developed-Low Intensity,Developed-Low Intensity,LF 20: Developed,No Dominant Lifeform,No Dominant Lifeform,Developed
3297,Developed-Medium Intensity,Bau Developed-Medium Intensity,Developed,Developed-Medium Intensity,Developed-Medium Intensity,LF 20: Developed,No Dominant Lifeform,No Dominant Lifeform,Developed
3298,Developed-High Intensity,Bau Developed-High Intensity,Developed,Developed-High Intensity,Developed-High Intensity,LF 20: Developed,No Dominant Lifeform,No Dominant Lifeform,Developed
3299,Developed-Roads,Bau Developed-Roads,Developed,Developed-Roads,Developed-Roads,LF 20: Developed,No Dominant Lifeform,No Dominant Lifeform,Developed
3300,Central Interior and Appalachian Riparian Herbaceous,Tr Central Interior and Appalachian Riparian Systems,Herb,Riparian,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy
3301,Boreal Aspen-Birch Forest,Tr Boreal Aspen-Birch Forest,Tree,Hardwood,Aspen-Birch Forest,SAF 16: Aspen,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy
3302,Laurentian-Acadian Northern Hardwoods Forest,Tr Laurentian-Acadian Northern Hardwoods Forest,Tree,Hardwood,Yellow Birch-Sugar Maple Forest,SAF 27: Sugar Maple,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy
3303,Northeastern Interior Dry-Mesic Oak Forest,Tr Northeastern Interior Dry-Mesic Oak Forest,Tree,Hardwood,White Oak-Red Oak-Hickory Forest and Woodland,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy
3304,Ozark-Ouachita Dry-Mesic Oak Forest,Tr Ozark-Ouachita Dry-Mesic Oak Forest,Tree,Hardwood,White Oak-Red Oak-Hickory Forest and Woodland,SAF 53: White Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy
3305,Southern Interior Low Plateau Dry-Mesic Oak Forest,Tr Southern Interior Low Plateau Dry-Mesic Oak Forest,Tree,Hardwood,Chestnut Oak Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy
3306,East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland,Tr East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland,Tree,Hardwood,White Oak-Beech Forest and Woodland,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy
3307,East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,Tr East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,Tree,Hardwood,Coastal Plain Oak Forest,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy
3308,Crosstimbers Oak Forest and Woodland,Tr Crosstimbers Oak Forest and Woodland,Tree,Hardwood,Post Oak Woodland and Savanna,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy
3309,Southern Appalachian Northern Hardwood Forest,Tr Southern Appalachian Northern Hardwood Forest,Tree,Hardwood,Yellow Birch-Sugar Maple Forest,SAF 55: Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy
3310,North-Central Interior Dry-Mesic Oak Forest and Woodland,Tr North-Central Interior Dry-Mesic Oak Forest and Woodland,Tree,Hardwood,White Oak-Red Oak-Hickory Forest and Woodland,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy
3311,North-Central Interior Dry Oak Forest and Woodland,Tr North-Central Interior Dry Oak Forest and Woodland,Tree,Hardwood,Black Oak Woodland and Savanna,SAF 110: Black Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy
3312,Ouachita Montane Oak Forest,Tr Ouachita Montane Oak Forest,Tree,Hardwood,Montane Oak Forest,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy
3313,North-Central Interior Beech-Maple Forest,Tr North-Central Interior Beech-Maple Forest,Tree,Hardwood,Beech-Maple-Basswood Forest,SAF 25: Sugar Maple-Beech-Yellow Birch,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy
3314,North-Central Interior Maple-Basswood Forest,Tr North-Central Interior Maple-Basswood Forest,Tree,Hardwood,Beech-Maple-Basswood Forest,SAF 26: Sugar Maple-Basswood,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy
3315,Southern Appalachian Oak Forest,Tr Southern Appalachian Oak Forest,Tree,Hardwood,Chestnut Oak Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy
3316,Southern Piedmont Mesic Forest,Tr Southern Piedmont Mesic Forest,Tree,Hardwood,White Oak-Beech Forest and Woodland,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy
3317,Allegheny-Cumberland Dry Oak Forest and Woodland,Tr Allegheny-Cumberland Dry Oak Forest and Woodland,Tree,Hardwood,Chestnut Oak Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy
3318,Southern and Central Appalachian Cove Forest,Tr Southern and Central Appalachian Cove Forest,Tree,Hardwood,Beech-Maple-Basswood Forest,SAF 58: Yellow Poplar-Eastern Hemlock,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy
3319,Central Interior and Appalachian Riparian Shrubland,Tr Central Interior and Appalachian Riparian Systems,Shrub,Riparian,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy
3320,Central and Southern Appalachian Montane Oak Forest,Tr Central and Southern Appalachian Montane Oak Forest,Tree,Hardwood,Montane Oak Forest,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy
3321,South-Central Interior Mesophytic Forest,Tr South-Central Interior Mesophytic Forest,Tree,Hardwood,Beech-Maple-Basswood Forest,SAF 60: Sugar Maple-Beech,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy
3322,Crowley's Ridge Mesic Loess Slope Forest,Tr Crowley's Ridge Mesic Loess Slope Forest,Tree,Hardwood,White Oak-Beech Forest and Woodland,SAF 53: White Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy
3323,West Gulf Coastal Plain Mesic Hardwood Forest,Tr West Gulf Coastal Plain Mesic Hardwood Forest,Tree,Hardwood,Sweetgum-Water Oak Forest,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy
3324,Northern Atlantic Coastal Plain Hardwood Forest,Tr Northern Atlantic Coastal Plain Hardwood Forest,Tree,Hardwood,Coastal Plain Oak Forest,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy
3325,East Gulf Coastal Plain Northern Mesic Hardwood Slope Forest,Tr East Gulf Coastal Plain Northern Mesic Hardwood Slope Forest,Tree,Hardwood,Sweetgum-Water Oak Forest,SAF 59: Yellow Poplar-White Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy
3326,South-Central Interior/Upper Coastal Plain Flatwoods,Tr South-Central Interior/Upper Coastal Plain Flatwoods,Tree,Hardwood,Hardwood Flatwoods,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy
3327,East Gulf Coastal Plain Northern Loess Bluff Forest,Tr East Gulf Coastal Plain Northern Loess Bluff Forest,Tree,Hardwood,White Oak-Beech Forest and Woodland,SAF 53: White Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy
3328,Southern Coastal Plain Limestone Forest,Tr Southern Coastal Plain Limestone Forest,Tree,Hardwood,Sweetgum-Water Oak Forest,SAF 91: Swamp Chestnut Oak-Cherrybark Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy
3329,East Gulf Coastal Plain Southern Loess Bluff Forest,Tr East Gulf Coastal Plain Southern Loess Bluff Forest,Tree,Hardwood,White Oak-Beech Forest and Woodland,SAF 91: Swamp Chestnut Oak-Cherrybark Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy
3330,Southern Coastal Plain Dry Upland Hardwood Forest,Tr Southern Coastal Plain Dry Upland Hardwood Forest,Tree,Hardwood,Coastal Plain Oak Forest,SAF 89: Live Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy
3331,Eastern Great Plains Tallgrass Aspen Forest and Woodland,Tr Eastern Great Plains Tallgrass Aspen Parkland,Tree,Hardwood,"Aspen Forest, Woodland, and Parkland",SRM 16: Aspen,Tree-dominated,Open tree canopy,Deciduous open tree canopy
3332,Gulf and Atlantic Coastal Plain Floodplain Herbaceous,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Herb,Riparian,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy
3333,South Florida Hardwood Hammock,Tr South Florida Hardwood Hammock,Tree,Hardwood,Hammocks,SAF 105: Tropical Hardwoods,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy
3334,Ozark-Ouachita Mesic Hardwood Forest,Tr Ozark-Ouachita Mesic Hardwood Forest,Tree,Hardwood,Beech-Maple-Basswood Forest,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy
3335,Southern Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest,Tr Southern Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest,Tree,Hardwood,Coastal Plain Oak Forest,SAF 72: Southern Scrub Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy
3336,Southwest Florida Coastal Strand and Maritime Hammock,Tr Southwest Florida Coastal Strand and Maritime Hammock,Tree,Hardwood,Hammocks,SAF 105: Tropical Hardwoods,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy
3337,Southeast Florida Coastal Strand and Maritime Hammock,Tr Southeast Florida Coastal Strand and Maritime Hammock,Tree,Hardwood,Hammocks,SAF 105: Tropical Hardwoods,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy
3338,Central and South Texas Coastal Fringe Forest and Woodland,Tr Central and South Texas Coastal Fringe Forest and Woodland,Tree,Hardwood,Texas Live Oak,SAF 89: Live Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy
3339,West Gulf Coastal Plain Chenier and Upper Texas Coastal Fringe Forest and Woodland,Tr West Gulf Coastal Plain Chenier and Upper Texas Coastal Fringe Forest and Woodland,Tree,Hardwood,Texas Live Oak,SAF 89: Live Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy
3340,Appalachian Shale Barrens,Tr Appalachian Shale Barrens,Tree,Conifer-Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,LF 55: Appalachian Grass and Shrub Balds,Tree-dominated,Open tree canopy,Deciduous open tree canopy
3342,Piedmont Hardpan Woodland and Forest,Tr Piedmont Hardpan Woodland and Forest,Tree,Hardwood,Post Oak Woodland and Savanna,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy
3343,Southern Atlantic Coastal Plain Mesic Hardwood Forest,Tr Southern Atlantic Coastal Plain Mesic Hardwood Forest,Tree,Hardwood,Sweetgum-Water Oak Forest,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy
3344,Boreal Jack Pine-Black Spruce Forest,Tr Boreal Jack Pine-Black Spruce Forest,Tree,Conifer,Jack Pine Forest,SAF 1: Jack Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy
3346,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland,Tr Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland,Tree,Conifer,Longleaf Pine Woodland,SAF 71: Longleaf Pine-Scrub Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy
3347,Atlantic Coastal Plain Upland Longleaf Pine Woodland,Tr Atlantic Coastal Plain Upland Longleaf Pine Woodland,Tree,Conifer,Longleaf Pine Woodland,SAF 71: Longleaf Pine-Scrub Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy
3348,West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,Tr West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,Tree,Conifer,Longleaf Pine Woodland,SAF 71: Longleaf Pine-Scrub Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy
3349,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,Tr East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,Tree,Conifer,Longleaf Pine Woodland,SAF 70: Longleaf Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy
3350,Central and Southern Appalachian Spruce-Fir Forest,Tr Central and Southern Appalachian Spruce-Fir Forest,Tree,Conifer-Hardwood,Spruce-Fir-Hardwood Forest,SAF 30: Red Spruce-Yellow Birch,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy
3351,Southeastern Interior Longleaf Pine Woodland,Tr Southeastern Interior Longleaf Pine Woodland,Tree,Conifer,Longleaf Pine Woodland,SAF 70: Longleaf Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy
3352,Southern Appalachian Montane Pine Forest and Woodland,Tr Southern Appalachian Montane Pine Forest and Woodland,Tree,Conifer,Pitch Pine Woodlands,SAF 51: White Pine-Chestnut Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy
3353,Southern Appalachian Low-Elevation Pine Forest,Tr Southern Appalachian Low-Elevation Pine Forest,Tree,Conifer,Virginia Pine Forest,SAF 79: Virginia Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy
3354,Northeastern Interior Pine Barrens,Tr Northeastern Interior Pine Barrens,Tree,Conifer,Pitch Pine Woodlands,SAF 45: Pitch Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy
3355,Northern Atlantic Coastal Plain Pitch Pine Barrens,Tr Northern Atlantic Coastal Plain Pitch Pine Barrens,Tree,Conifer,Pitch Pine Woodlands,SAF 45: Pitch Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy
3356,Florida Longleaf Pine Sandhill,Tr Florida Longleaf Pine Sandhill,Tree,Conifer,Longleaf Pine Woodland,SAF 71: Longleaf Pine-Scrub Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy
3357,Southern Coastal Plain Mesic Slope Forest,Tr Southern Coastal Plain Mesic Slope Forest,Tree,Hardwood,Sweetgum-Water Oak Forest,SAF 88: Willow Oak-Water Oak-Diamondleaf Oak,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy
3358,East-Central Texas Plains Pine Forest and Woodland,Tr East-Central Texas Plains Pine Forest and Woodland,Tree,Conifer,Shortleaf Pine Woodland,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy
3359,Gulf and Atlantic Coastal Plain Floodplain Shrubland,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Shrub,Riparian,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy
3361,Central Atlantic Coastal Plain Maritime Forest,Tr Central Atlantic Coastal Plain Maritime Forest,Tree,Hardwood,Maritime Forest,SAF 74: Cabbage Palmetto,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy
3362,Laurentian-Acadian Northern Pine Forest,Tr Laurentian-Acadian Northern Pine Forest,Tree,Conifer,Red Pine-White Pine Forest and Woodland,SAF 15: Red Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy
3363,Central Interior Highlands Dry Acidic Glade and Barrens,Tr Central Interior Highlands Dry Acidic Glade and Barrens,Tree,Conifer-Hardwood,Glades and Barrens,SRM 803: Missouri Glades,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy
3364,Ozark-Ouachita Dry Oak Woodland,Tr Ozark-Ouachita Dry Oak Woodland,Tree,Hardwood,Post Oak Woodland and Savanna,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy
3365,Boreal White Spruce-Fir Forest,Tr Boreal White Spruce-Fir Forest,Tree,Conifer,Spruce-Fir-Hardwood Forest,SAF 5: Balsam Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy
3366,Laurentian-Acadian Pine-Hemlock Forest,Tr Laurentian-Acadian Pine-Hemlock Forest,Tree,Conifer,Pine-Hemlock-Hardwood Forest,SAF 24: Hemlock-Yellow Birch,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy
